Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
35.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,20002.51972878796
37.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,29,20002.515687588366
25.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,,20,20002.487442404326
35.0,4.3,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.51747939419
23.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,12,20002.515576659665
35.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.488491035012
39.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,20002.513622464463
38.0,4.9,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,20002.517563673908
32.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,27,20002.509287542623
31.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Urban,30,20002.486318360192
33.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.518858076597
27.0,4.7,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.51966377658
28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,20002.489397111338
30.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.49755170163
36.0,4.7,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,19,20002.513759352016
33.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,20002.48848268352
34.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,20002.515687114377
33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,20002.505894064634
30.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.50500180769
23.0,5.0,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,28,20002.511263435084
20.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,10,20002.515576659665
25.0,4.9,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.520236416905
22.0,4.7,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,20002.497495633623
37.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,20002.50500491538
31.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.519721291508
32.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.490111033192
23.0,4.6,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,16,20002.517393110626
37.0,4.5,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,20002.49755020721
37.0,4.9,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,20002.517400637957
34.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,17322.45825142614
28.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,14,20002.51384756527
25.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,20002.49749794561
28.0,4.5,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.5175247078
25.0,4.8,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.51746186211
29.0,4.8,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,28,20002.520241245456
38.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,30,20002.51163310494
23.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.513443211963
21.0,5.0,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,10,20002.520251316964
25.0,5.0,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.511544472723
21.0,4.7,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,34,20002.489325212486
39.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.505117251447
39.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,41,20002.50867336652
33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20002.48764792747
35.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.51390042562
23.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,11,20002.517462183678
35.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,20002.516073952876
29.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.5113497932
,,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Urban,33,17396.277925820126
35.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.515954103153
24.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,,12,20002.519690996676
,,,,3,Drinks,scooter,0.0,No,Metropolitian,15,20002.49868948016
33.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,20002.518768151825
28.0,4.8,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,25,20002.508325454077
22.0,4.6,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.520245682
31.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,20002.49738972567
39.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,24,20002.513814506896
26.0,4.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.52023496599
37.0,4.7,Windy,Low,0,Drinks,motorcycle,,No,Urban,20,20002.505517726222
36.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,20002.510921865294
34.0,3.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,34,20002.505894925456
25.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,26,20002.513618891924
32.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,,16,20002.52023634687
26.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,16,20002.520235004416
39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,42,20002.513443211963
32.0,4.4,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.51746255968
27.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.509287001052
39.0,3.6,Fog,Low,1,Meal,scooter,2.0,No,Metropolitian,38,20002.505076695827
36.0,4.6,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,46,20002.511138190446
32.0,4.1,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.505074779543
26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.52023587766
35.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.505956036584
25.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.51970030318
35.0,4.7,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,28,20002.511427010013
38.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.518858034353
32.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,,26,20002.48825196938
27.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,27,20002.5111630831
23.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.520245958516
32.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,20002.49815019591
38.0,4.4,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,43,20002.498494107196
25.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,20002.519748774783
37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.517567316314
20.0,3.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,20002.51593930853
39.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,37,20002.499370722137
35.0,4.6,Stormy,High,2,Snack,motorcycle,2.0,No,Metropolitian,34,20002.520238439804
26.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,20002.50891082552
27.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,20002.48939547245
20.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,19,20002.505514545934
34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.511671940956
32.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.515926832813
21.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,42,20002.499298988296
25.0,4.7,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.513962330144
22.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,20002.496957495794
20.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Urban,18,20002.51747964077
22.0,4.8,Sunny,Medium,1,Drinks,scooter,,No,Metropolitian,16,20002.515665581755
36.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,20002.489325212486
30.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Semi-Urban,46,20002.51143868786
26.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.488479100033
22.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,13,20002.5085718556
36.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,20002.520244098523
29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,20002.5175247571
32.0,4.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.5113498545
22.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.518772540257
37.0,4.9,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,20002.51732220814
29.0,4.3,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,38,20002.49815019591
20.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.52024572705
35.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,28,20002.51971063669
38.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,30,20002.517566733794
35.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,20002.511430686136
32.0,4.1,Stormy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,34,20002.517393110626
20.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,25,20002.518808407753
23.0,4.9,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,23,20002.517639076646
39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.518758761275
34.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,30,20002.519669203124
22.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,20002.50511894816
32.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.518809474357
35.0,4.0,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.517462183678
22.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Urban,11,20002.5055143021
,,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,15,20002.505562981485
23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,20002.517480981547
39.0,4.2,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.508297274988
37.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.51732220814
30.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.49880645316
24.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,18,20002.519691265657
32.0,4.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,20002.4884957403
29.0,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,13,20002.491077691764
34.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.498495879194
22.0,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Urban,25,20002.51971063774
36.0,4.4,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,20002.498020245428
36.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,40,20002.505118364108
,,Sandstorms,Low,2,Drinks,scooter,,No,Metropolitian,24,20002.520245959106
,,,,3,Snack,motorcycle,1.0,No,Metropolitian,19,4083.802343613234
38.0,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.51166941111
21.0,4.9,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,20002.51379704596
27.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,20002.518793873707
20.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,,18,20002.4884823745
29.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,,Metropolitian,11,20002.51971059871
29.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,20002.51967740261
23.0,4.9,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,29,20002.520245434767
38.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,44,20002.50672764665
26.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,20,20002.515665428917
26.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,20002.50500486936
32.0,4.6,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,17,20002.51756652242
31.0,4.3,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,20002.511427019625
29.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.51143200091
21.0,4.2,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,39,20002.49738598971
,,,,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.51971063669
27.0,4.6,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.51582225711
32.0,3.7,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,42,20002.508943990957
22.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.508240281208
34.0,3.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,34,20002.508327706248
35.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.519684549705
29.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,20002.520236428187
35.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.50824023682
30.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,20002.506329724605
36.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.508573568884
33.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,20002.515665273495
,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.519707639593
37.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.519669522673
30.0,4.9,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,20002.505894907827
32.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,47,20002.508012619965
36.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,20002.50857206492
38.0,5.0,Sunny,High,2,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.519669282396
36.0,4.5,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,20002.514160000534
38.0,4.7,Cloudy,Jam,1,Drinks,scooter,,No,Metropolitian,48,20002.5111617699
29.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.519710714038
37.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.51595775298
20.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,20,20002.505119206584
38.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,2.0,Yes,Metropolitian,43,20002.505074400695
25.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Urban,10,20002.5173928428
39.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,48,20002.505956395173
32.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,20002.510921865294
25.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.498495430344
26.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,30,20002.491983196327
27.0,5.0,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,20002.51144040631
29.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,20,20002.51968456174
37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.513967081468
38.0,5.0,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,23,20002.513848083578
23.0,4.8,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,15,20002.517379128563
29.0,5.0,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.518774167944
33.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.51966729831
39.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,25,20002.51582225024
26.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.51180188895
32.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,22,20002.490107106438
28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,20002.519700269142
34.0,4.2,Fog,High,2,Drinks,scooter,0.0,No,Metropolitian,33,20002.517379114433
28.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.489793913555
34.0,4.9,Sunny,High,2,Meal,motorcycle,0.0,No,Metropolitian,16,20002.51740060744
34.0,4.6,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,34,20002.5176405139
39.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.513622871233
21.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.5202413205
36.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,33,20002.51360305354
30.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,20,20002.515794989933
31.0,4.3,Sandstorms,Jam,1,Meal,motorcycle,3.0,No,Metropolitian,42,20002.504953463183
33.0,3.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,20002.509653747802
32.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,20002.508332967544
34.0,4.3,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.513796399122
31.0,4.3,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,20002.498656611962
22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.519707639593
33.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.518758309845
39.0,4.1,Cloudy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,32,20002.519707719515
29.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,20002.513797407013
30.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Urban,44,20002.48848880262
25.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,10,20002.515958435415
25.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,16,20002.510921865294
24.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,14,20002.49871956223
27.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,,No,Metropolitian,23,20002.50832620125
24.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.515958412543
23.0,4.7,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.517434343757
30.0,4.9,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33,20002.51872368336
37.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,19,20002.515893207765
31.0,4.5,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.519663759096
39.0,3.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.48764792747
20.0,5.0,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,13,20002.513796941224
33.0,4.9,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,20002.51389979359
35.0,4.9,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,20002.52023499063
28.0,4.5,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,24,20002.496957495794
21.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,12,20002.518679857174
38.0,3.7,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,20002.50542606351
22.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.51566548756
32.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.519707669468
30.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.513985656995
35.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,18,20002.518858864834
30.0,4.8,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.51140667598
24.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,20002.505894553382
31.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.519729180254
15.0,1.0,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,27,20002.51872467126
,,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,22,20002.490919154294
27.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.518858076597
28.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,20002.519691510122
,,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.50868130427
23.0,4.1,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.517378909495
26.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.51881033418
21.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,20002.515699358206
38.0,4.9,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,34,20002.518816200813
37.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.520231456303
32.0,4.9,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,27,20002.515823019938
22.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,20002.520246554475
39.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.520235866734
34.0,4.8,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,49,20002.504715476327
25.0,3.1,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.505894670318
28.0,5.0,Fog,High,2,Meal,scooter,1.0,No,Urban,21,20002.52025128374
33.0,4.2,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.51886190125
30.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.51969127369
30.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,20002.48848193893
39.0,4.6,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.508329869055
25.0,4.7,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,15,20002.515576659665
21.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,20002.51752475865
34.0,5.0,Fog,Medium,1,Snack,scooter,1.0,No,Urban,15,20002.517525234878
37.0,5.0,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.517462194723
23.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.506328917632
37.0,4.6,Fog,Low,2,Buffet,scooter,0.0,No,Urban,19,20002.519649606602
28.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.51140515741
29.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.508297799668
25.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.520245898402
26.0,3.2,Sunny,Low,2,Snack,motorcycle,2.0,No,Metropolitian,42,20002.498716925158
34.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,53,20002.498717092156
25.0,4.6,Sunny,Low,2,Meal,scooter,1.0,No,,27,20002.49872106186
32.0,4.7,Sandstorms,High,2,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.51752493338
31.0,4.6,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,19,20002.517567662926
27.0,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,10,20002.506329479504
28.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.519707672476
35.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,37,20002.51746175694
28.0,5.0,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,15,20002.505627291703
29.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,45,20002.511404605553
24.0,4.6,Windy,Low,1,Snack,motorcycle,1.0,No,Urban,15,20002.511162877894
37.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,20002.513443211963
29.0,5.0,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.513797694577
38.0,5.0,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.490107340698
24.0,4.8,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.51746205729
23.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,29,20002.508943990957
23.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Urban,11,20002.520235860404
20.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.49738972567
33.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.51968443479
38.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,20002.517489044094
36.0,3.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,33,20002.49869127526
